latitude,longitude,country,type,iso_code,bcm_2024,avg_temp_k,detection_frequency_2024,clear_obs_2024
28.778917,-98.421027,United States,upstream,USA,0.015141275402,1868.41,0.772563,277
28.915681,-98.274843,United States,upstream,USA,0.0017303241264,1885.22,0.134752,282
28.736537,-98.392237,United States,upstream,USA,0.0021762284847,1807,0.0811688,308
28.754501,-98.353186,United States,upstream,USA,0.0014420483134,1949.18,0.0806452,310
28.725997,-98.39092,United States,upstream,USA,0.0006212210214,1844.71,0.0295082,305
28.657374,-98.436321,United States,upstream,USA,0.0010298323932,1882.92,0.096875,320
28.73403,-98.325405,United States,upstream,USA,0.00028098540839,1995.78,0.0159236,314
28.877153,-98.143817,United States,upstream,USA,0.0006016572469,1859.25,0.0237288,295
28.79015,-98.168798,United States,upstream,USA,0.00015489079099,1846.89,0.00680272,294
28.809997,-98.129441,United States,upstream,USA,0.006201907311,1917.79,0.255172,290
28.755525,-98.191932,United States,upstream,USA,0.0017193666515,1920.85,0.0666667,285
28.636789,-98.240699,United States,upstream,USA,0.00014583304225,1908.42,0.0101695,295
28.658904,-98.201804,United States,upstream,USA,0.011154492236,1919.51,0.336735,294
28.718686,-98.164241,United States,upstream,USA,0.0019477447327,1959.26,0.127148,291
28.755285,-98.126301,United States,upstream,USA,0.00020506152565,1976.09,0.0171233,292
28.690371,-98.155922,United States,upstream,USA,0.0009503297927,1931.85,0.105442,294
28.661756,-98.11436,United States,upstream,USA,0.0008830439108,1973.4,0.0677966,295
28.564909,-98.431021,United States,upstream,USA,0.00013437040222,1898.55,0.00711744,281
28.455287,-98.436794,United States,upstream,USA,0.003485052337,1906.16,0.221818,275
28.545526,-98.176859,United States,upstream,USA,0.003454349099,1916.53,0.0797101,276
28.897187,-98.061226,United States,upstream,USA,0.0021944185388,1895.29,0.0673401,297
28.877132,-98.048129,United States,upstream,USA,0.0017509387383,1882.82,0.06,300
28.7968,-98.076912,United States,upstream,USA,0.0012976022004,1877.77,0.0402685,298
28.773545,-98.029544,United States,upstream,USA,0.002002432307,1936.35,0.0921053,304
28.843459,-97.989938,United States,upstream,USA,0.0013455914201,1978.12,0.0598007,301
28.720008,-98.083486,United States,upstream,USA,0.003291293184,1945.1,0.193333,300
28.700874,-98.054846,United States,upstream,USA,0.005379729781,1912.73,0.276667,300
28.7358,-98.02701,United States,upstream,USA,0.0006525083841,1871.23,0.0295082,305
28.758668,-98.013335,United States,upstream,USA,0.000930812983,1779.57,0.183333,300
28.761201,-97.988973,United States,upstream,USA,0.0014487319915,1857.05,0.0468227,299
28.621925,-97.993472,United States,upstream,USA,0.0006403386303,1830.67,0.0962199,291
28.908668,-97.899594,United States,upstream,USA,0.0020397047464,1890.39,0.107744,297
28.918226,-97.858216,United States,upstream,USA,0.0003053211001,1776.85,0.00343643,291
28.822452,-97.903544,United States,upstream,USA,0.0020496407369,1841.92,0.0468227,299
28.860228,-97.792695,United States,upstream,USA,0.0006178395558,1926.45,0.0137931,290
28.587397,-98.007158,United States,upstream,USA,0.003230033473,1985.46,0.216216,296
29.413997,-97.414802,United States,upstream,USA,0.0009148860452,1941.37,0.0522648,287
29.340422,-97.492023,United States,upstream,USA,0.00003298191139,1948.85,0.0035461,282
29.248034,-97.506609,United States,upstream,USA,0.00027767292234,1894.5,0.0172414,290
29.191959,-97.655969,United States,upstream,USA,0.00004426226929,1938.73,0.00344828,290
29.136343,-97.718248,United States,upstream,USA,0.0015727660283,1860.21,0.0750853,293
29.078034,-97.700533,United States,upstream,USA,0.003391856562,1895.38,0.103806,289
29.184033,-97.605534,United States,upstream,USA,0.0007779836532,1891.33,0.0644068,295
29.225676,-97.597448,United States,upstream,USA,0.0006191604408,1843.27,0.0413793,290
29.178668,-97.578917,United States,upstream,USA,0.0007930534834,1861.17,0.0376712,292
29.143005,-97.638931,United States,upstream,USA,0.0003211012729,1861.95,0.0103806,289
28.990989,-97.688219,United States,upstream,USA,0.0016789534411,1893.84,0.114187,289
28.969174,-97.688057,United States,upstream,USA,0.00015652164367,1912.79,0.0209059,287
29.049095,-97.623664,United States,upstream,USA,0.0013731392106,1912.03,0.0631579,285
29.14738,-97.514647,United States,upstream,USA,0.0009074215773,1926.86,0.0909091,286
29.150492,-97.489244,United States,upstream,USA,0.0007017539122,1959.86,0.0671378,283
29.096072,-97.497661,United States,upstream,USA,0.0005321170546,1909.42,0.0418118,287
29.224725,-97.399122,United States,upstream,USA,0.0004721782286,1919.83,0.0416667,288
29.190417,-97.4252,United States,upstream,USA,0.0000905070402,2020.07,0.0103448,290
29.177379,-97.390822,United States,upstream,USA,0.006968343494,1964.08,0.429066,289
29.084881,-97.406084,United States,upstream,USA,0.0007073926235,1748.58,0.0285714,280
29.505658,-97.214141,United States,upstream,USA,0.00011015711252,1811.44,0.00692042,289
29.300451,-97.34464,United States,upstream,USA,0.003288798179,1947.23,0.243056,288
29.240022,-97.317848,United States,upstream,USA,0.00025084428034,1976.17,0.0273038,293
29.371018,-97.248324,United States,upstream,USA,0.0008057075617,1868.72,0.0524476,286
29.369199,-97.218069,United States,upstream,USA,0.0011430469142,1869.12,0.0662021,287
29.298574,-97.224946,United States,upstream,USA,0.003966969891,1904.48,0.148148,297
29.526372,-97.152293,United States,upstream,USA,0.0003857952849,1936.09,0.0344828,290
29.417469,-97.123717,United States,upstream,USA,0.0002966032591,1902.82,0.0143369,279
29.384592,-97.119041,United States,upstream,USA,0.0009921225941,1916.49,0.0484429,289
29.381734,-97.139671,United States,upstream,USA,0.0006587136083,1892.01,0.0580205,293
29.340328,-97.111703,United States,gpp,USA,0.004579860531,1120.14,0.687943,282
29.14367,-97.371556,United States,upstream,USA,0.0011191682487,2004.08,0.0874126,286
29.1954,-97.173171,United States,upstream,USA,0.0018545078635,1973,0.191638,287
27.569548,-97.830451,United States,upstream,USA,0.0011296237873,1765.58,0.106383,282
27.841652,-97.528871,United States,upstream,USA,0.0003663694695,1613.33,0.0536398,261
27.804302,-97.532586,United States,upstream,USA,0.004161404163,1962,0.247012,251
27.932106,-97.324427,United States,upstream,USA,0.002379970593,1407.34,0.659574,235
